kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
切ります,きります,kirimasu,cut,"[""cut"",""slice""]","[""切断する""]",verb_group_1,2,"[""action"",""tools""]"
送ります,おくります,okurimasu,send,"[""send"",""mail"",""ship""]","[""発送する""]",verb_group_1,2,"[""communication"",""delivery""]"
あげます,あげます,agemasu,give,"[""give"",""offer""]","[""渡す""]",verb_group_2,1,"[""social"",""action""]"
もらいます,もらいます,moraimasu,receive,"[""receive"",""get""]","[""受け取る""]",verb_group_1,1,"[""social"",""action""]"
貸します,かします,kashimasu,lend,"[""lend"",""loan""]","[""貸与する""]",verb_group_1,2,"[""money"",""social""]"
借ります,かります,karimasu,borrow,"[""borrow"",""rent""]","[""借用する""]",verb_group_2,2,"[""money"",""social""]"
教えます,おしえます,oshiemasu,teach,"[""teach"",""tell"",""inform""]","[""指導する""]",verb_group_2,2,"[""study"",""communication""]"
習います,ならいます,naraimasu,learn,"[""learn"",""take lessons""]","[""学ぶ""]",verb_group_1,2,"[""study"",""school""]"
かけます,かけます,kakemasu,make a phone call,"[""make a phone call"",""call""]","[""電話する""]",verb_group_2,2,"[""communication"",""technology""]"
手,て,te,hand,"[""hand"",""arm""]",[],noun,1,"[""body""]"
箸,はし,hashi,chopsticks,"[""chopsticks""]",[],noun,1,"[""food"",""tools""]"
スプーン,スプーン,supuun,spoon,"[""spoon""]",[],noun,1,"[""food"",""tools""]"
ナイフ,ナイフ,naifu,knife,"[""knife""]",[],noun,1,"[""tools"",""kitchen""]"
フォーク,フォーク,fooku,fork,"[""fork""]",[],noun,1,"[""food"",""tools""]"
はさみ,はさみ,hasami,scissors,"[""scissors""]",[],noun,1,"[""tools""]"
ファクス,ファクス,fakusu,fax,"[""fax"",""facsimile""]","[""FAX""]",noun,2,"[""technology"",""communication""]"
ワープロ,ワープロ,waapuro,word processor,"[""word processor""]",[],noun,2,"[""technology""]"
パソコン,パソコン,pasokon,personal computer,"[""personal computer"",""PC""]","[""コンピューター""]",noun,1,"[""technology""]"
パンチ,パンチ,panchi,punch,"[""punch"",""hole punch""]",[],noun,2,"[""office"",""tools""]"
ホチキス,ホチキス,hochikisu,stapler,"[""stapler""]",[],noun,2,"[""office"",""tools""]"
セロテープ,セロテープ,seroteepu,cellophane tape,"[""cellophane tape"",""adhesive tape""]","[""テープ""]",noun,2,"[""office"",""tools""]"
消しゴム,けしゴム,keshigomu,eraser,"[""eraser"",""rubber""]",[],noun,1,"[""study"",""tools""]"
紙,かみ,kami,paper,"[""paper""]",[],noun,1,"[""study"",""office""]"
花,はな,hana,flower,"[""flower"",""blossom""]",[],noun,1,"[""nature""]"
シャツ,シャツ,shatsu,shirt,"[""shirt""]",[],noun,1,"[""clothing""]"
プレゼント,プレゼント,purezento,present,"[""present"",""gift""]","[""贈り物""]",noun,1,"[""gift"",""social""]"
荷物,にもつ,nimotsu,baggage,"[""baggage"",""parcel"",""luggage""]",[],noun,2,"[""travel"",""delivery""]"
お金,おかね,okane,money,"[""money"",""cash""]","[""現金""]",noun,1,"[""money""]"
切符,きっぷ,kippu,ticket,"[""ticket"",""fare ticket""]",[],noun,1,"[""travel"",""transport""]"
クリスマス,クリスマス,kurisumasu,Christmas,"[""Christmas""]",[],noun,1,"[""holiday"",""culture""]"
父,ちち,chichi,my father,"[""my father"",""father""]","[""お父さん""]",noun,1,"[""family""]"
母,はは,haha,my mother,"[""my mother"",""mother""]","[""お母さん""]",noun,1,"[""family""]"
お父さん,おとうさん,otousan,father,"[""father"",""someone else's father"",""dad""]","[""父""]",noun,1,"[""family"",""polite""]"
お母さん,おかあさん,okaasan,mother,"[""mother"",""someone else's mother"",""mom""]","[""母""]",noun,1,"[""family"",""polite""]"
もう,もう,mou,already,"[""already"",""any more""]",[],adverb,1,"[""time""]"
まだ,まだ,mada,not yet,"[""not yet"",""still""]",[],adverb,1,"[""time""]"
これから,これから,korekara,from now on,"[""from now on"",""soon"",""after this""]",[],adverb,1,"[""time""]"
すてきですね,すてきですね,suteki_desu_ne,what a nice,"[""what a nice~"",""that's lovely""]",[],expression,2,"[""emotion"",""conversation""]"
いらっしゃい,いらっしゃい,irasshai,welcome,"[""welcome"",""come in""]",[],expression,1,"[""shopping"",""greetings""]"
どうぞお上がりください,どうぞおあがりください,douzo_oagari_kudasai,please come in,"[""please come in"",""please step in""]",[],expression,2,"[""house"",""polite""]"
失礼します,しつれいします,shitsurei_shimasu,excuse me,"[""excuse me"",""goodbye"",""sorry to bother you""]",[],expression,1,"[""polite"",""conversation""]"
～はいかがですか,～はいかがですか,~wa_ikaga_desu_ka,would you like,"[""would you like~"",""how about~""]",[],expression,2,"[""food"",""polite""]"
いただきます,いただきます,itadakimasu,thank you for meal,"[""thank you for the meal"",""let's eat""]",[],expression,2,"[""food"",""culture""]"
旅行,りょこう,ryokou,travel,"[""travel"",""trip"",""journey""]","[""旅行する""]",noun,1,"[""travel""]"
お土産,おみやげ,omiyage,souvenir,"[""souvenir"",""present"",""gift""]",[],noun,2,"[""travel"",""gift""]"
ヨーロッパ,ヨーロッパ,yooroppa,Europe,"[""Europe""]",[],proper_noun,1,"[""place"",""continent""]"
スペイン,スペイン,supein,Spain,"[""Spain""]",[],proper_noun,1,"[""country"",""place""]"
