kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
覚えます,おぼえます,oboemasu,memorize,"[""remember"",""learn by heart""]","[""memorize"",""recall""]",Verb (Group II),2,"[""lesson17"",""verb""]"
忘れます,わすれます,wasuremasu,forget,"[""fail to remember"",""leave behind mentally""]","[""forget"",""overlook""]",Verb (Group II),2,"[""lesson17"",""verb""]"
なくします,なくします,nakushimasu,lose,"[""misplace"",""lose possession""]","[""lose"",""mislay""]",Verb (Group I),2,"[""lesson17"",""verb""]"
出します,だします,dashimasu,hand in,"[""submit"",""turn in""]","[""submit"",""present""]",Verb (Group I),2,"[""lesson17"",""verb""]"
[レポートを〜],[レポートを〜],[repooto o ~],hand in a report,"[""submit report"",""turn in assignment""]","[""submit"",""turn in""]",Expression,2,"[""lesson17"",""education""]"
払います,はらいます,haraimasu,pay,"[""make payment"",""settle bill""]","[""pay"",""settle""]",Verb (Group I),2,"[""lesson17"",""money"",""verb""]"
返します,かえします,kaeshimasu,give back,"[""return"",""hand back""]","[""return"",""repay""]",Verb (Group I),2,"[""lesson17"",""verb""]"
出かけます,でかけます,dekakemasu,go out,"[""leave home"",""go somewhere""]","[""go out"",""leave""]",Verb (Group II),2,"[""lesson17"",""verb""]"
脱ぎます,ぬぎます,nugimasu,take off,"[""remove clothes"",""undress""]","[""remove"",""undress""]",Verb (Group I),2,"[""lesson17"",""clothing"",""verb""]"
持って行きます,もっていきます,motte ikimasu,take (something),"[""carry away"",""bring along""]","[""take"",""carry""]",Expression,2,"[""lesson17"",""verb""]"
持って来ます,もってきます,motte kimasu,bring (something),"[""carry here"",""bring along""]","[""bring"",""carry""]",Expression,2,"[""lesson17"",""verb""]"
心配します,しんぱいします,shinpai shimasu,worry,"[""be anxious"",""be concerned""]","[""worry"",""concern""]",Suru verb,2,"[""lesson17"",""emotion"",""verb""]"
残業します,ざんぎょうします,zangyou shimasu,work overtime,"[""do overtime"",""stay late for work""]","[""overtime"",""extra work""]",Suru verb,3,"[""lesson17"",""work"",""verb""]"
出張します,しゅっちょうします,shucchou shimasu,go on a business trip,"[""travel for work"",""business travel""]","[""business trip"",""work travel""]",Suru verb,3,"[""lesson17"",""work"",""verb""]"
飲みます,のみます,nomimasu,take medicine,"[""drink"",""consume medicine""]","[""take"",""drink""]",Verb (Group I),2,"[""lesson17"",""medical"",""verb""]"
[薬を〜],[くすりを〜],[kusuri o ~],take medicine,"[""drink medicine"",""take drugs""]","[""take medicine"",""medicate""]",Expression,2,"[""lesson17"",""medical""]"
入ります,はいります,hairimasu,take a bath,"[""bathe"",""enter bath""]","[""bathe"",""soak""]",Verb (Group I),2,"[""lesson17"",""bath"",""verb""]"
大切,たいせつ,taisetsu,important,"[""precious"",""valuable""]","[""important"",""valuable""]",Na-adjective,2,"[""lesson17"",""adjective""]"
大丈夫,だいじょうぶ,daijoubu,all right,"[""okay"",""fine""]","[""okay"",""safe""]",Na-adjective,1,"[""lesson17"",""adjective""]"
危ない,あぶない,abunai,dangerous,"[""risky"",""unsafe""]","[""dangerous"",""hazardous""]",I-adjective,2,"[""lesson17"",""adjective""]"
問題,もんだい,mondai,problem,"[""question"",""trouble""]","[""issue"",""problem""]",Noun,2,"[""lesson17""]"
答え,こたえ,kotae,answer,"[""reply"",""response""]","[""answer"",""response""]",Noun,1,"[""lesson17""]"
禁煙,きんえん,kinen,no smoking,"[""smoking prohibited"",""non-smoking""]","[""non-smoking"",""smoking ban""]",Noun,2,"[""lesson17"",""health""]"
[健康]保険証,[けんこう]ほけんしょう,[kenkou] hokenshou,health insurance card,"[""insurance certificate"",""medical insurance card""]","[""insurance card"",""health card""]",Noun,3,"[""lesson17"",""medical""]"
風邪,かぜ,kaze,cold,"[""flu"",""common cold""]","[""cold"",""flu""]",Noun,1,"[""lesson17"",""medical""]"
熱,ねつ,netsu,fever,"[""high temperature"",""body heat""]","[""fever"",""temperature""]",Noun,1,"[""lesson17"",""medical""]"
病気,びょうき,byouki,illness,"[""disease"",""sickness""]","[""illness"",""disease""]",Noun,2,"[""lesson17"",""medical""]"
薬,くすり,kusuri,medicine,"[""drug"",""medication""]","[""medicine"",""medication""]",Noun,1,"[""lesson17"",""medical""]"
[お]ふろ,[お]ふろ,[o]furo,bath,"[""bathtub"",""bathwater""]","[""bath"",""tub""]",Noun,1,"[""lesson17"",""bath""]"
