kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
簡単[な],かんたん[な],kantan [na],"easy, simple","[""uncomplicated"",""not difficult""]","[""easy"",""basic"",""simple""]",na-adjective,1,"[""adjective"",""basic"",""description""]"
近い,ちかい,chikai,near,"[""close"",""nearby""]","[""nearby"",""close""]",i-adjective,1,"[""location"",""distance"",""adjective""]"
遠い,とおい,tooi,far,"[""distant"",""remote""]","[""distant"",""remote""]",i-adjective,1,"[""location"",""distance"",""adjective""]"
速い、早い,はやい,hayai,"fast, early","[""quick"",""early""]","[""quick"",""rapid"",""early""]",i-adjective,2,"[""time"",""speed"",""adjective""]"
遅い,おそい,osoi,"slow, late","[""delayed"",""not early""]","[""slow"",""delayed"",""late""]",i-adjective,2,"[""time"",""speed"",""adjective""]"
多い,おおい,ooi,"many, much","[""numerous"",""a lot""]","[""many"",""numerous"",""plenty""]",i-adjective,1,"[""quantity"",""adjective""]"
少ない,すくない,sukunai,"few, little","[""scarce"",""not many""]","[""few"",""little"",""scarce""]",i-adjective,2,"[""quantity"",""adjective""]"
暖かい、温かい,あたたかい,atatakai,warm,"[""heated"",""mild""]","[""warm"",""mild""]",i-adjective,2,"[""weather"",""temperature"",""adjective""]"
涼しい,すずしい,suzushii,cool,"[""refreshing"",""chilly""]","[""cool"",""refreshing""]",i-adjective,2,"[""weather"",""temperature"",""adjective""]"
甘い,あまい,amai,sweet,"[""sugary"",""sweet tasting""]","[""sweet"",""sugary""]",i-adjective,1,"[""food"",""taste"",""adjective""]"
辛い,からい,karai,"hot,spicy","[""hot taste"",""peppery""]","[""spicy"",""hot""]",i-adjective,2,"[""food"",""taste"",""adjective""]"
重い,おもい,omoi,heavy,"[""weighty"",""massive""]","[""heavy"",""weighty""]",i-adjective,1,"[""physical"",""adjective""]"
軽い,かるい,karui,light,"[""lightweight"",""not heavy""]","[""light"",""lightweight""]",i-adjective,1,"[""physical"",""adjective""]"
いい,いい,ii,prefer[coffee],"[""nice"",""fine""]","[""good"",""nice"",""fine""]",i-adjective,1,"[""basic"",""adjective""]"
季節,きせつ,kisetsu,season,"[""time of year"",""period""]","[""season"",""period""]",noun,1,"[""nature"",""time"",""noun""]"
春,はる,haru,spring,"[""spring season""]","[""springtime""]",noun,1,"[""season"",""nature""]"
夏,なつ,natsu,summer,"[""summer season""]","[""summertime""]",noun,1,"[""season"",""nature""]"
秋,あき,aki,"autumn, fall","[""autumn season"",""fall season""]","[""fall"",""autumn""]",noun,1,"[""season"",""nature""]"
冬,ふゆ,fuyu,winter,"[""winter season""]","[""wintertime""]",noun,1,"[""season"",""nature""]"
天気,てんき,tenki,weather,"[""climate"",""forecast""]","[""weather"",""climate""]",noun,1,"[""weather"",""nature""]"
