kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
遊びます,あそびます,asobimasu,enjoy oneself,"[""play"",""have fun""]","[""play"",""enjoy""]",Verb (Group I),2,"[""lesson13"",""verb""]"
泳ぎます,およぎます,oyogimasu,swim,"[""go swimming"",""swim around""]","[""swim"",""dive""]",Verb (Group I),2,"[""lesson13"",""verb""]"
迎えます,むかえます,mukaemasu,go to meet,"[""welcome"",""pick up""]","[""receive"",""greet""]",Verb (Group II),3,"[""lesson13"",""verb""]"
疲れます,つかれます,tsukaremasu,get tired,"[""be tired"",""be exhausted""]","[""become tired"",""feel tired""]",Verb (Group II),2,"[""lesson13"",""verb""]"
出します,だします,dashimasu,send,"[""mail"",""submit""]","[""send out"",""dispatch""]",Verb (Group I),2,"[""lesson13"",""verb""]"
[手紙を〜],[てがみを〜],[tegami o ~],send a letter,"[""mail a letter"",""post a letter""]","[""send mail"",""mail""]",Expression,1,"[""lesson13""]"
[喫茶店に〜],[きっさてんに〜],[kissaten ni ~],enter a coffee shop,"[""go into café"",""step into coffee shop""]","[""enter"",""go in""]",Expression,2,"[""lesson13""]"
出ます,でます,demasu,go out,"[""leave"",""exit""]","[""depart"",""go outside""]",Verb (Group II),2,"[""lesson13"",""verb""]"
結婚します,けっこんします,kekkon shimasu,marry,"[""get married"",""wed""]","[""marry"",""wed""]",Suru verb,2,"[""lesson13"",""verb""]"
買い物します,かいものします,kaimono shimasu,do shopping,"[""shop"",""go shopping""]","[""purchase"",""shop""]",Suru verb,2,"[""lesson13"",""verb""]"
食事します,しょくじします,shokuji shimasu,have a meal,"[""dine"",""eat""]","[""eat"",""dine""]",Suru verb,2,"[""lesson13"",""verb""]"
散歩します,さんぽします,sanpo shimasu,take a walk,"[""stroll"",""walk around""]","[""walk"",""stroll""]",Suru verb,2,"[""lesson13"",""verb""]"
[公園を〜],[こうえんを〜],[kouen o ~],walk in a park,"[""stroll in park"",""take a walk in park""]","[""walk"",""stroll""]",Expression,2,"[""lesson13""]"
大変,たいへん,taihen,hard,"[""tough"",""severe"",""awful""]","[""difficult"",""serious""]",Na-adjective,3,"[""lesson13"",""adjective""]"
欲しい,ほしい,hoshii,want,"[""desire"",""wish for""]","[""want"",""desire""]",I-adjective,2,"[""lesson13"",""adjective""]"
寂しい,さびしい,sabishii,lonely,"[""lonesome"",""solitary""]","[""lonely"",""alone""]",I-adjective,2,"[""lesson13"",""adjective""]"
広い,ひろい,hiroi,wide,"[""spacious"",""broad""]","[""large"",""roomy""]",I-adjective,1,"[""lesson13"",""adjective""]"
狭い,せまい,semai,narrow,"[""small"",""cramped""]","[""tight"",""confined""]",I-adjective,2,"[""lesson13"",""adjective""]"
市役所,しやくしょ,shiyakusho,city hall,"[""municipal office"",""town hall""]","[""city office"",""municipal building""]",Noun,3,"[""lesson13"",""place""]"
プール,プール,puuru,swimming pool,"[""pool"",""public pool""]","[""pool"",""swimming area""]",Noun,1,"[""lesson13"",""katakana""]"
川,かわ,kawa,river,"[""stream"",""waterway""]","[""river"",""stream""]",Noun,1,"[""lesson13"",""nature""]"
経済,けいざい,keizai,economy,"[""economics"",""financial system""]","[""economy"",""finance""]",Noun,3,"[""lesson13""]"
美術,びじゅつ,bijutsu,fine arts,"[""art"",""visual arts""]","[""art"",""fine art""]",Noun,3,"[""lesson13""]"
釣り,つり,tsuri,fishing,"[""angling"",""fish catching""]","[""fish"",""angle""]",Noun,2,"[""lesson13""]"
スキー,スキー,sukii,skiing,"[""ski sport"",""ski activity""]","[""skiing"",""ski""]",Noun,1,"[""lesson13"",""katakana""]"
会議,かいぎ,kaigi,meeting,"[""conference"",""assembly""]","[""meeting"",""conference""]",Noun,2,"[""lesson13""]"
登録,とうろく,touroku,registration,"[""enrollment"",""recording""]","[""register"",""enroll""]",Noun,3,"[""lesson13""]"
週末,しゅうまつ,shuumatsu,weekend,"[""end of week"",""weekend time""]","[""weekend"",""holiday""]",Noun,1,"[""lesson13"",""time""]"
～ごろ,～ごろ,~goro,about (time),"[""around"",""approximately""]","[""around"",""about""]",Suffix,1,"[""lesson13"",""time""]"
何か,なにか,nanika,something,"[""anything"",""some object""]","[""something"",""anything""]",Pronoun,1,"[""lesson13""]"
どこか,どこか,dokoka,somewhere,"[""some place"",""anywhere""]","[""somewhere"",""someplace""]",Pronoun,1,"[""lesson13""]"
おなかがすきました。,おなかがすきました。,onaka ga sukimashita,I'm hungry,"[""feel hungry"",""stomach is empty""]","[""hungry"",""starving""]",Expression,1,"[""lesson13"",""expression""]"
おなかがいっぱいです。,おなかがいっぱいです。,onaka ga ippai desu,I'm full,"[""stomach is full"",""satisfied""]","[""full"",""satiated""]",Expression,1,"[""lesson13"",""expression""]"
のどがかわきました。,のどがかわきました。,nodo ga kawakimashita,I'm thirsty,"[""feel thirsty"",""dry throat""]","[""thirsty"",""parched""]",Expression,1,"[""lesson13"",""expression""]"
そうですね。,そうですね。,sou desu ne,I agree with you,"[""that's right"",""indeed""]","[""agree"",""true""]",Expression,1,"[""lesson13"",""expression""]"
そうしましょう。,そうしましょう。,sou shimashou,Let's do that,"[""let's proceed"",""sounds good""]","[""okay"",""let's do it""]",Expression,1,"[""lesson13"",""expression""]"
ご注文は？,ごちゅうもんは？,gochuumon wa,May I take your order?,"[""what would you like?"",""your order please""]","[""order?"",""ready to order?""]",Expression,2,"[""lesson13"",""restaurant""]"
定食,ていしょく,teishoku,set meal,"[""meal set"",""combo meal""]","[""meal"",""combo""]",Noun,2,"[""lesson13"",""food""]"
牛どん,ぎゅうどん,gyuudon,bowl of rice topped with beef,"[""rice topped with beef"",""beef rice bowl""]","[""beef bowl"",""donburi""]",Noun,2,"[""lesson13"",""food""]"
[少々]お待ちください。,[しょうしょう]おまちください。,[shoushou] omachi kudasai,Please wait a moment,"[""hold on please"",""just a moment""]","[""wait"",""hold on""]",Expression,2,"[""lesson13"",""expression""]"
別々に,べつべつに,betsubetsu ni,separately,"[""individually"",""apart""]","[""separately"",""individually""]",Adverb,2,"[""lesson13""]"
ロシア,ロシア,roshia,Russia,"[""Russian Federation""]","[""Russia""]",Proper noun,1,"[""lesson13"",""country"",""katakana""]"
つるや,つるや,tsuruya,fictitious Japanese restaurant,"[""restaurant name""]","[""Japanese restaurant""]",Proper noun,1,"[""lesson13"",""restaurant""]"
おはようテレビ,おはようテレビ,ohayou terebi,fictitious TV program,"[""TV show name""]","[""television program""]",Proper noun,1,"[""lesson13"",""media""]"
