kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
分かります,わかります,wakarimasu,understand,"[""comprehend"",""know""]","[""understand"",""comprehend"",""grasp""]",verb,2,"[""verb"",""basic"",""understanding""]"
あります,あります,arimasu,have,"[""exist"",""possess""]","[""have"",""own"",""exist""]",verb,1,"[""verb"",""existence"",""basic""]"
好き[な],すき[な],suki [na],like,"[""fond of"",""favorite""]","[""like"",""love"",""enjoy""]",na-adjective,1,"[""feeling"",""preference"",""adjective""]"
嫌い[な],きらい[な],kirai [na],dislike,"[""hate"",""not like""]","[""dislike"",""hate"",""detest""]",na-adjective,2,"[""feeling"",""preference"",""adjective""]"
上手[な],じょうず[な],jouzu [na],good at,"[""skilled"",""talented""]","[""skillful"",""good"",""talented""]",na-adjective,2,"[""ability"",""skill"",""adjective""]"
下手[な],へた[な],heta [na],poor at,"[""unskillful"",""bad at""]","[""bad"",""unskillful"",""clumsy""]",na-adjective,2,"[""ability"",""skill"",""adjective""]"
料理,りょうり,ryouri,"cooking, dish","[""meal"",""cuisine""]","[""cooking"",""dish"",""meal""]",noun,2,"[""food"",""cooking"",""noun""]"
飲み物,のみもの,nomimono,drinks,"[""beverage"",""drink""]","[""drink"",""beverage"",""refreshment""]",noun,1,"[""food"",""drink"",""noun""]"
スポーツ,スポーツ,supootsu,sport,"[""athletics"",""games""]","[""sports"",""athletics"",""games""]",noun,1,"[""activity"",""sports""]"
野球,やきゅう,yakyuu,baseball,"[""baseball game""]","[""baseball"",""ballgame""]",noun,2,"[""sports"",""game""]"
ダンス,ダンス,dansu,dance,"[""dancing""]","[""dance"",""dancing""]",noun,1,"[""activity"",""arts""]"
音楽,おんがく,ongaku,music,"[""musical art""]","[""music"",""melody""]",noun,1,"[""music"",""art""]"
歌,うた,uta,song,"[""tune"",""singing""]","[""song"",""tune"",""melody""]",noun,1,"[""music"",""art""]"
クラシック,クラシック,kurashikku,classical music,"[""orchestra music""]","[""classical"",""symphony""]",noun,2,"[""music"",""genre""]"
ジャズ,ジャズ,jazu,jazz,"[""jazz music""]","[""jazz"",""blues""]",noun,1,"[""music"",""genre""]"
コンサート,コンサート,konsaato,concert,"[""live performance""]","[""concert"",""show"",""performance""]",noun,2,"[""music"",""event""]"
カラオケ,カラオケ,karaoke,karaoke,"[""singing entertainment""]","[""karaoke"",""singing""]",noun,1,"[""music"",""entertainment""]"
歌舞伎,かぶき,kabuki,Kabuki,"[""Japanese traditional drama""]","[""kabuki"",""traditional theater""]",noun,4,"[""culture"",""theater"",""Japan""]"
絵,え,e,"picture, drawing","[""painting"",""illustration""]","[""picture"",""drawing"",""painting""]",noun,1,"[""art"",""drawing""]"
字,じ,ji,"letter, character","[""symbol"",""writing""]","[""character"",""letter"",""symbol""]",noun,2,"[""language"",""writing""]"
漢字,かんじ,kanji,Chinese characters,"[""kanji script""]","[""kanji"",""Chinese characters""]",noun,2,"[""language"",""writing"",""Japan""]"
ひらがな,ひらがな,hiragana,Hiragana script,"[""Japanese syllabary""]","[""hiragana"",""script""]",noun,2,"[""language"",""writing"",""Japan""]"
カタカナ,カタカナ,katakana,Katakana script,"[""Japanese phonetic script""]","[""katakana"",""script""]",noun,2,"[""language"",""writing"",""Japan""]"
ローマ字,ローマじ,roomaji,Roman alphabet,"[""Roman letters""]","[""romanization"",""alphabet""]",noun,2,"[""language"",""writing""]"
細かいお金,こまかい おかね,komakai okane,small change,"[""coins"",""change money""]","[""change"",""coins"",""small money""]",noun,2,"[""money"",""shopping""]"
チケット,チケット,chiketto,ticket,"[""pass"",""entry ticket""]","[""ticket"",""pass""]",noun,1,"[""travel"",""event""]"
時間,じかん,jikan,time,"[""hour"",""duration""]","[""time"",""duration""]",noun,1,"[""time"",""basic""]"
用事,ようじ,youji,"errand, something to do","[""task"",""business""]","[""errand"",""task"",""duty""]",noun,2,"[""daily"",""task""]"
約束,やくそく,yakusoku,"promise, appointment","[""engagement"",""pledge""]","[""promise"",""appointment"",""pledge""]",noun,2,"[""social"",""agreement""]"
ご主人,ごしゅじん,goshujin,someone else's husband,"[""another person's husband""]","[""husband"",""spouse""]",noun,3,"[""family"",""relationship""]"
夫 / 主人,おっと / しゅじん,otto / shujin,my husband,"[""own husband"",""spouse""]","[""husband"",""spouse""]",noun,2,"[""family"",""relationship""]"
奥さん,おくさん,okusan,someone else's wife,"[""another person's wife""]","[""wife"",""spouse""]",noun,2,"[""family"",""relationship""]"
妻 / 家内,つま / かない,tsuma / kanai,my wife,"[""own wife"",""spouse""]","[""wife"",""spouse""]",noun,2,"[""family"",""relationship""]"
子ども,こども,kodomo,child,"[""kid"",""youngster""]","[""child"",""kid"",""youngster""]",noun,1,"[""family"",""people""]"
よく,よく,yoku,"well, much","[""frequently"",""properly""]","[""well"",""often"",""properly""]",adverb,1,"[""adverb"",""frequency""]"
大体,だいたい,daitai,"mostly, roughly","[""generally"",""approximately""]","[""mostly"",""roughly"",""generally""]",adverb,2,"[""quantity"",""adverb""]"
たくさん,たくさん,takusan,"many, much","[""a lot"",""plenty""]","[""many"",""plenty"",""lots""]",adverb,1,"[""quantity"",""adverb""]"
少し,すこし,sukoshi,"a little, a few","[""slightly"",""small amount""]","[""little"",""slightly"",""few""]",adverb,1,"[""quantity"",""adverb""]"
全然,ぜんぜん,zenzen,not at all,"[""entirely not""]","[""not at all"",""completely not""]",adverb,2,"[""negative"",""adverb""]"
