kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
登ります,のぼります,noborimasu,climb,"[""climb"", ""go up"", ""ascend""]","[""scale"", ""hike up""]",Verb (Godan),5,"[""JLPT N5"", ""movement"", ""nature""]"
泊まります,とまります,tomarimasu,stay,"[""stay"", ""lodge"", ""spend the night""]","[""overnight"", ""accommodate""]",Verb (Godan),5,"[""JLPT N5"", ""travel"", ""hotel""]"
掃除します,そうじします,sōji shimasu,clean,"[""clean"", ""tidy up""]","[""clean up"", ""do housework""]",Verb (Suru),5,"[""JLPT N5"", ""daily life"", ""household""]"
洗濯します,せんたくします,sentaku shimasu,wash,"[""wash (clothes)"", ""do laundry""]","[""launder""]",Verb (Suru),5,"[""JLPT N5"", ""daily life"", ""household""]"
練習します,れんしゅうします,renshū shimasu,practice,"[""practice"", ""rehearse"", ""train""]","[""drill"", ""exercise""]",Verb (Suru),5,"[""JLPT N5"", ""study"", ""sports""]"
なります,なります,narimasu,become,"[""become"", ""turn into"", ""get""]","[""grow into"", ""come to be""]",Verb (Godan),4,"[""JLPT N5"", ""change"", ""basic""]"
眠い,ねむい,nemui,sleepy,"[""sleepy"", ""drowsy""]","[""tired"", ""sleepish""]",Adjective (i),4,"[""JLPT N5"", ""feeling"", ""health""]"
強い,つよい,tsuyoi,strong,"[""strong"", ""powerful""]","[""tough"", ""sturdy""]",Adjective (i),4,"[""JLPT N5"", ""description""]"
弱い,よわい,yowai,weak,"[""weak"", ""frail""]","[""feeble"", ""delicate""]",Adjective (i),5,"[""JLPT N5"", ""description""]"
調子がいい,ちょうしがいい,chōshi ga ii,be in good condition,"[""be in good condition"", ""feel good""]","[""be well"", ""in shape""]",Phrase,6,"[""JLPT N4"", ""health"", ""state""]"
調子が悪い,ちょうしがわるい,chōshi ga warui,be in bad condition,"[""be in bad condition"", ""feel bad""]","[""be unwell"", ""out of shape""]",Phrase,6,"[""JLPT N4"", ""health"", ""state""]"
調子,ちょうし,chōshi,condition,"[""condition"", ""state"", ""tone""]","[""form"", ""mood""]",Noun,6,"[""JLPT N4"", ""health"", ""state""]"
ゴルフ,ゴルフ,gorufu,golf,"[""golf""]","[""golf game""]",Noun,3,"[""JLPT N5"", ""sports""]"
相撲,すもう,sumō,sumo wrestling,"[""sumo wrestling"", ""sumo""]","[""Japanese wrestling""]",Noun,5,"[""JLPT N5"", ""sports"", ""culture""]"
パチンコ,パチンコ,pachinko,pachinko,"[""pachinko"", ""pinball game""]","[""Japanese slot machine""]",Noun,6,"[""JLPT N4"", ""entertainment"", ""culture""]"
お茶,おちゃ,ocha,tea ceremony,"[""tea"", ""tea ceremony""]","[""green tea"", ""matcha ceremony""]",Noun,4,"[""JLPT N5"", ""culture"", ""traditional""]"
日,ひ,hi,day,"[""day"", ""date"", ""sun""]","[""daytime""]",Noun,3,"[""JLPT N5"", ""time"", ""basic""]"
一度,いちど,ichido,once,"[""once"", ""one time""]","[""one occasion""]",Adverb,5,"[""JLPT N5"", ""frequency""]"
一度も,いちども,ichidomo,never,"[""not once"", ""never""]","[""not even once""]",Adverb,6,"[""JLPT N4"", ""frequency"", ""negative""]"
だんだん,だんだん,dandan,gradually,"[""gradually"", ""little by little""]","[""slowly"", ""step by step""]",Adverb,5,"[""JLPT N5"", ""time""]"
もうすぐ,もうすぐ,mōsugu,soon,"[""soon"", ""shortly"", ""in a moment""]","[""before long"", ""nearly""]",Adverb,4,"[""JLPT N5"", ""time""]"
おかげさまで,おかげさまで,okagesama de,thank you,"[""thank you (for help)"", ""thanks to you""]","[""I'm grateful""]",Phrase,6,"[""JLPT N4"", ""polite"", ""gratitude""]"
乾杯,かんぱい,kanpai,Cheers!,"[""Cheers!"", ""Bottoms up!""]","[""To your health!""]",Interjection,5,"[""JLPT N5"", ""drinking"", ""social""]"
実は,じつは,jitsu wa,actually,"[""actually"", ""in fact"", ""to tell the truth""]","[""as a matter of fact""]",Adverb,6,"[""JLPT N4"", ""expression""]"
ダイエット,ダイエット,daietto,diet,"[""diet"", ""weight loss""]","[""slimming"", ""on a diet""]",Noun,5,"[""JLPT N5"", ""health""]"
何回も,なんかいも,nankaimo,many times,"[""many times"", ""often""]","[""repeatedly"", ""over and over""]",Adverb,6,"[""JLPT N4"", ""frequency""]"
しかし,しかし,shikashi,but,"[""but"", ""however""]","[""nevertheless"", ""yet""]",Conjunction,5,"[""JLPT N5"", ""grammar""]"
無理,むり,muri,impossible,"[""impossible"", ""unreasonable"", ""excessive""]","[""too much"", ""can't""]",Na-Adjective,5,"[""JLPT N5"", ""common""]"
体にいい,からだにいい,karada ni ii,good for health,"[""good for one's health"", ""healthy""]","[""beneficial for body""]",Phrase,6,"[""JLPT N4"", ""health""]"
ケーキ,ケーキ,kēki,cake,"[""cake""]","[""dessert""]",Noun,3,"[""JLPT N5"", ""food""]"
葛飾北斎,かつしかほくさい,Katsushika Hokusai,Hokusai,"[""Katsushika Hokusai""]","[""famous ukiyo-e artist""]",Proper Noun,7,"[""JLPT N4"", ""culture"", ""history""]"
