kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
始まります,はじまります,hajimarimasu,"begin, start","[""commence""]","[""start""]",verb (Group 1),2,"[""lesson31"",""verbs""]"
続けます,つづけます,tsudzukemasu,continue,"[""keep doing""]","[""proceed""]",verb (Group 2),2,"[""lesson31"",""verbs""]"
見つけます,みつけます,mitsukemasu,find,"[""discover""]","[""locate""]",verb (Group 2),2,"[""lesson31"",""verbs""]"
受けます,うけます,ukemasu,take,"[""sit for""]","[""attend""]",verb (Group 2),3,"[""lesson31"",""verbs"",""study""]"
入学します,にゅうがくします,nyuugakushimasu,enter,"[""enroll""]","[""matriculate""]",suru verb,3,"[""lesson31"",""education""]"
卒業します,そつぎょうします,sotsugyoushimasu,graduate,"[""complete studies""]","[""graduate""]",suru verb,3,"[""lesson31"",""education""]"
出席します,しゅっせきします,shussekishimasu,attend,"[""participate""]","[""be present""]",suru verb,3,"[""lesson31"",""business""]"
休憩します,きゅうけいします,kyuukeishimasu,"take a break, take a rest","[""rest""]","[""pause""]",noun,2,"[""lesson31"",""daily-life""]"
連休,れんきゅう,renkyuu,consecutive holidays,"[""long holiday""]","[""holiday stretch""]",noun,2,"[""lesson31"",""time""]"
作文,さくぶん,sakubun,"essay, composition","[""writing""]","[""essay""]",noun,2,"[""lesson31"",""study""]"
展覧会,てんらんかい,tenrankai,exhibition,"[""art exhibition""]","[""expo""]",noun,3,"[""lesson31"",""events""]"
結婚式,けっこんしき,kekkonshiki,wedding ceremony,"[""marriage ceremony""]","[""wedding""]",noun,2,"[""lesson31"",""events""]"
葬式,そうしき,soushiki,funeral,"[""funeral ceremony""]","[""memorial service""]",noun,3,"[""lesson31"",""events""]"
式,しき,shiki,ceremony,"[""formal event""]","[""rite""]",noun,2,"[""lesson31"",""events""]"
本社,ほんしゃ,honsha,head office,"[""headquarters""]","[""main office""]",noun,3,"[""lesson31"",""business""]"
支店,してん,shiten,branch office,"[""branch""]","[""subsidiary office""]",noun,3,"[""lesson31"",""business""]"
教会,きょうかい,kyoukai,church,"[""chapel""]","[""parish""]",noun,2,"[""lesson31"",""places""]"
大学院,だいがくいん,daigakuin,graduate school,"[""postgraduate school""]","['grad school""]",noun,4,"[""lesson31"",""business""]"
動物園,どうぶつえん,doubutsuen,Zoo,"[""animal park""]","[""zoo""]",noun,2,"[""lesson31"",""places""]"
温泉,おんせん,onsen,"hot spring, spa","[""thermal spring""]","[""spa""]",noun,2,"[""lesson31"",""education""]"
お客さん,おきゃくさん,okyakusan,"visitor, guest, customer, client somebody","[""client""]","[""guest""]",noun,2,"[""lesson31"",""places""]"
〜の方,〜のほう,~no hou,"place toward~, direction of~","[""toward ~""]","[""side of ~""]",expression,1,"[""lesson31"",""travel""]"
ずっと,ずっと,zutto,all the time,"[""continuously""]","[""throughout""]",adverb,1,"[""lesson31"",""adverbs""]"
ピカソ,ぴかそ,pikaso,"Pablo Picasso, Spanish painter (1881-1973)","[""Spanish painter""]","[""artist""]",proper noun,3,"[""lesson31"",""people"",""art""]"
上野公園,うえのこうえん,,Ueno Park (in Tokyo),"[""public park""]","[""park""]",proper noun,3,"[""lesson31"",""places""]"
残ります,のこります,nokorimasu,"remain, be left","[""stay behind""]","[""remain""]",verb (Group 1),2,"[""lesson31"",""verbs""]"
月に,つきに,tsuki ni,per month,"[""monthly""]","[""every month""]",expression,2,"[""lesson31"",""time""]"
普通の,ふつうの,futsuu no,"ordinary, common, usual","[""normal""]","[""standard""]",na-adjective,2,"[""lesson31"",""adjectives""]"
インターネット,いんたーねっと,inta-netto,Internet,"[""web""]","[""online network""]",noun,1,"[""lesson31"",""technology""]"
村,むら,mura,village,"[""rural village""]","[""hamlet""]",noun,2,"[""lesson31"",""places""]"
映画館,えいがかん,eigakan,movie theater,"[""cinema""]","[""theater""]",noun,2,"[""lesson31"",""places""]"
嫌[な],いや[な],iya [na],"hateful, disagreeable","['unpleasant""]","[""nasty""]",na-adjective,2,"[""lesson31"",""adjectives""]"
空,そら,sora,sky,"[""heavens""]","[""atmosphere""]",noun,1,"[""lesson31"",""nature""]"
閉じます,とじます,tojimasu,close,"[""shut""]","[""seal""]",verb (Group 2),2,"[""lesson31"",""verbs""]"
都会,とかい,tokai,city,"[""urban area""]","[""metropolis""]",noun,2,"[""lesson31"",""places""]"
子どもたち,こどもたち,kodomotachi,children,"[""kids""]","[""youngsters""]",noun,1,"[""lesson31"",""people""]"
自由に,じゆうに,jiyuu ni,freely,"[""without restriction""]","[""openly""]",adverb,2,"[""lesson31"",""adverbs""]"
世界中,せかいじゅう,sekaijuu,all over the world,"[""worldwide""]","[""globally""]",noun,2,"[""lesson31"",""world""]"
集まります,あつまります,atsumarimasu,gather,"[""assemble""]","[""come together""]",verb (Group 1),2,"[""lesson31"",""verbs""]"
美しい,うつくしい,utsukushii,beautiful,"[""lovely""]","[""pretty""]",i-adjective,2,"[""lesson31"",""adjectives""]"
自然,しぜん,shizen,nature,"[""natural world""]","[""environment""]",noun,2,"[""lesson31"",""nature""]"
すばらしさ,すばらしさ,subarashisa,"goodness, virtue","[""greatness""]","[""excellence""]",noun,3,"[""lesson31"",""feelings""]"
気がつきます,きがつきます,ki ga tsukimasu,"notice, become aware of","[""realize""]","[""recognize""]",verb (Group 1),3,"[""lesson31"",""verbs""]"
