kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
いただきます,いただきます,itadakimasu,receive,"[""humbly receive""]","[""accept""]",verb (Group 1),3,"[""lesson41"",""honorific""]"
くださいます,くださいます,kudasaimasu,give,"[""bestow""]","[""grant""]",verb (Group 1),3,"[""lesson41"",""honorific""]"
やります,やります,yarimasu,give,"[""give to subordinate""]","[""hand over""]",verb (Group 1),2,"[""lesson41"",""verbs""]"
呼びます,よびます,yobimasu,invite,"[""call""]","[""summon""]",verb (Group 1),2,"[""lesson41"",""verbs""]"
取り替えます,とりかえます,torikaemasu,exchange,"[""replace""]","[""swap""]",verb (Group 2),2,"[""lesson41"",""verbs""]"
親切にします,しんせつにします,shinsetsu ni shimasu,be kind to,"[""treat kindly""]","[""show kindness""]",suru verb,2,"[""lesson41"",""relationships""]"
かわいい,かわいい,kawaii,"lovely, cute","[""adorable""]","[""pretty""]",i-adjective,1,"[""lesson41"",""adjectives""]"
お祝い,おいわい,oiwai,"celebration, gift","[""congratulation""]","[""celebration""]",noun,2,"[""lesson41"",""events""]"
お年玉,おとしだま,otoshidama,money given as a New Year's gift,"[""New Year gift money""]","[""holiday money""]",noun,3,"[""lesson41"",""culture""]"
お見舞い,おみまい,omimai,"expression of sympathy, consolatory gift to a","[""visit to sick person""]","[""sympathy gift""]",noun,3,"[""lesson41"",""culture""]"
病人,びょうにん,byounin,sick person,"[""ill person""]","[""patient""]",noun,2,"[""lesson41"",""health""]"
興味,きょうみ,kyoumi,interest,"[""curiosity""]","[""attention""]",noun,2,"[""lesson41"",""feelings""]"
興味があります,きょうみがあります,kyoumi ga arimasu,be interested,"[""have interest""]","[""show interest""]",expression,2,"[""lesson41"",""feelings""]"
情報,じょうほう,jouhou,information,"[""data""]","[""details""]",noun,1,"[""lesson41"",""general""]"
文法,ぶんぽう,bunpou,grammar,"[""language rules""]","[""syntax""]",noun,2,"[""lesson41"",""language""]"
発音,はつおん,hatsuon,pronunciation,"[""way of speaking""]","[""articulation""]",noun,2,"[""lesson41"",""language""]"
猿,さる,saru,"ape, monkey","[""monkey""]","[""primate""]",noun,1,"[""lesson41"",""animals""]"
えさ,えさ,esa,"feed, bait","[""animal food""]","[""bait""]",noun,2,"[""lesson41"",""animals""]"
おもちゃ,おもちゃ,omocha,toy,"[""plaything""]","[""toy item""]",noun,1,"[""lesson41"",""objects""]"
絵本,えほん,ehon,picture book,"[""illustrated book""]","[""storybook""]",noun,2,"[""lesson41"",""books""]"
絵はがき,えはがき,ehagaki,picture postcard,"[""postcard""]","[""illustrated card""]",noun,2,"[""lesson41"",""communication""]"
ドライバー,どらいばー,doraibaa,screwdriver,"[""tool""]","[""screwdriver""]",noun,1,"[""lesson41"",""tools""]"
ハンカチ,はんかち,hankachi,handkerchief,"[""cloth""]","[""kerchief""]",noun,1,"[""lesson41"",""objects""]"
靴下,くつした,kutsushita,"socks, stockings","[""socks""]","[""stockings""]",noun,1,"[""lesson41"",""clothes""]"
手袋,てぶくろ,tebukuro,gloves,"[""mittens""]","[""handwear""]",noun,2,"[""lesson41"",""clothes""]"
指輪,ゆびわ,yubiwa,ring,"[""finger ring""]","[""band""]",noun,2,"[""lesson41"",""accessories""]"
バッグ,ばっぐ,baggu,bag,"[""handbag""]","[""purse""]",noun,1,"[""lesson41"",""objects""]"
祖父,そふ,sofu,grandfather,"[""my grandfather""]","[""grandpa""]",noun,2,"[""lesson41"",""family""]"
祖母,そぼ,sobo,grandmother,"[""my grandmother""]","[""grandma""]",noun,2,"[""lesson41"",""family""]"
孫,まご,mago,grandchild,"[""grandkid""]","[""descendant""]",noun,2,"[""lesson41"",""family""]"
おじ,おじ,oji,uncle,"[""my uncle""]","[""uncle""]",noun,1,"[""lesson41"",""family""]"
おじさん,おじさん,ojisan,uncle,"[""someone else's uncle""]","[""middle-aged man""]",noun,1,"[""lesson41"",""family""]"
おば,おば,oba,aunt,"[""my aunt""]","[""aunt""]",noun,1,"[""lesson41"",""family""]"
おばさん,おばさん,obasan,aunt,"[""someone else's aunt""]","[""middle-aged woman""]",noun,1,"[""lesson41"",""family""]"
一昨年,おととし,ototoshi,the year before last,"[""two years ago""]","[""year before previous""]",noun,2,"[""lesson41"",""time""]"
はあ,はあ,haa,"yes, I see","[""uh-huh""]","[""I understand""]",expression,1,"[""lesson41"",""expressions""]"
申し訳ありません,もうしわけありません,moushiwake arimasen,I'm sorry,"[""excuse me""]","[""I apologize""]",expression,3,"[""lesson41"",""expressions""]"
預かります,あずかります,azukarimasu,"keep, receive in trust","[""hold onto""]","[""take care of""]",verb (Group 1),3,"[""lesson41"",""verbs""]"
先日,せんじつ,senjitsu,the other day,"[""recently""]","[""a few days ago""]",noun,2,"[""lesson41"",""time""]"
助かります,たすかります,tasukarimasu,be of help,"[""be saved""]","[""helpful""]",verb (Group 1),2,"[""lesson41"",""verbs""]"
昔話,むかしばなし,mukashibanashi,"old tale, folklore","[""folk tale""]","[""legend""]",noun,3,"[""lesson41"",""stories""]"
ある〜,ある〜,aru~,a certain~,"[""some""]","[""particular""]",prenoun,1,"[""lesson41"",""grammar""]"
男,おとこ,otoko,man,"[""male""]","[""gentleman""]",noun,1,"[""lesson41"",""people""]"
子どもたち,こどもたち,kodomotachi,children,"[""kids""]","[""youngsters""]",noun,1,"[""lesson41"",""people""]"
いじめます,いじめます,ijimemasu,"bully, abuse, ill-treat","[""tease""]","[""mistreat""]",verb (Group 2),3,"[""lesson41"",""relationships""]"
亀,かめ,kame,"turtle, tortoise","[""turtle""]","[""tortoise""]",noun,1,"[""lesson41"",""animals""]"
助けます,たすけます,tasukemasu,"save, help","[""rescue""]","[""assist""]",verb (Group 2),2,"[""lesson41"",""verbs""]"
お城,おしろ,oshiro,castle,"[""fortress""]","[""palace""]",noun,2,"[""lesson41"",""places""]"
お姫様,おひめさま,ohimesama,princess,"[""royal daughter""]","[""princess""]",noun,2,"[""lesson41"",""people""]"
楽しく,たのしく,tanoshiku,"happily, merrily","[""joyfully""]","[""cheerfully""]",adverb,1,"[""lesson41"",""adverbs""]"
暮らします,くらします,kurashimasu,"live, lead a life","[""reside""]","[""live life""]",verb (Group 1),2,"[""lesson41"",""life""]"
陸,りく,riku,"land, shore","[""ground""]","[""mainland""]",noun,2,"[""lesson41"",""nature""]"
すると,すると,suruto,and then,"[""thereupon""]","[""then""]",conjunction,1,"[""lesson41"",""grammar""]"
煙,けむり,kemuri,smoke,"[""fumes""]","[""smoke""]",noun,1,"[""lesson41"",""nature""]"
真っ白[な],まっしろ[な],masshiro [na],pure white,"[""completely white""]","[""snow white""]",na-adjective,2,"[""lesson41"",""colors""]"
中身,なかみ,nakami,content,"[""contents""]","[""inside""]",noun,2,"[""lesson41"",""general""]"
