kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
降ろします / 下ろします,おろします,oroshimasu,put down,"[""put down"",""lower"",""drop""]","[""下げる""]",verb_group_1,2,"[""action""]"
届けます,とどけます,todokemasu,deliver,"[""deliver"",""send"",""report""]","[""配達する""]",verb_group_2,2,"[""action""]"
世話をします,せわをします,sewa o shimasu,take care of,"[""take care of"",""look after""]","[""面倒を見る""]",suru_verb,2,"[""care""]"
嫌,いや,iya,unwilling,"[""unwilling"",""reluctant"",""dislike""]","[""嫌い""]",na_adjective,2,"[""feeling""]"
厳しい,きびしい,kibishii,strict,"[""strict"",""severe"",""harsh""]","[""厳格""]",i_adjective,2,"[""description""]"
塾,じゅく,juku,cram school,"[""cram school"",""prep school""]",[],noun,1,"[""education""]"
スケジュール,スケジュール,sukejuuru,schedule,"[""schedule""]","[""予定""]",noun,1,"[""time""]"
生徒,せいと,seito,pupil,"[""pupil"",""student""]","[""学生""]",noun,1,"[""people""]"
者,もの,mono,person,"[""person (referring to subordinates/relatives)""]","[""人""]",noun,3,"[""formal""]"
入管,にゅうかん,nyuukan,immigration bureau,"[""Immigration Bureau""]",[],noun,2,"[""organization""]"
再入国ビザ,さいにゅうこくビザ,sainyuukoku biza,re-entry visa,"[""re-entry visa""]",[],noun,2,"[""travel""]"
自由に,じゆうに,jiyuu ni,freely,"[""freely""]","[""自由""]",adverb,1,"[""manner""]"
～間,～かん,~kan,for duration,"[""for ~ (duration)""]",[],suffix,2,"[""time""]"
いいことですね,いいことですね,ii koto desu ne,that's good,"[""that's good"",""nice""]",[],expression,1,"[""conversation""]"
お忙しいですか,おいそがしいですか,oisogashii desu ka,are you busy,"[""are you busy? (polite)""]",[],expression,2,"[""polite""]"
久しぶり,ひさしぶり,hisashiburi,long time,"[""after a long time""]",[],noun,1,"[""time""]"
営業,えいぎょう,eigyou,business,"[""business"",""sales""]",[],noun,2,"[""work""]"
それまでに,それまでに,sore made ni,by then,"[""by that time""]",[],expression,2,"[""time""]"
かまいません,かまいません,kamaimasen,no problem,"[""it's all right"",""it doesn't matter""]",[],expression,1,"[""polite""]"
楽しみます,たのしみます,tanoshimimasu,enjoy,"[""enjoy oneself""]","[""楽しむ""]",verb_group_1,1,"[""emotion""]"
もともと,もともと,motomoto,originally,"[""originally"",""by nature""]",[],adverb,1,"[""time""]"
～世紀,～せいき,~seiki,century,"[""-th century""]",[],suffix,2,"[""time""]"
代わりをします,かわりをします,kawari o shimasu,substitute,"[""be a substitute"",""replace""]","[""代用する""]",suru_verb,2,"[""action""]"
スピード,スピード,supiido,speed,"[""speed""]",[],noun,1,"[""measurement""]"
競走します,きょうそうします,kyousou shimasu,race,"[""race"",""compete in a race""]","[""競争する""]",suru_verb,2,"[""competition""]"
サーカス,サーカス,saakasu,circus,"[""circus""]",[],noun,1,"[""entertainment""]"
芸,げい,gei,performance,"[""performance"",""trick"",""art""]","[""芸能""]",noun,2,"[""skill""]"
美しい,うつくしい,utsukushii,beautiful,"[""beautiful""]","[""きれい""]",i_adjective,1,"[""description""]"
姿,すがた,sugata,figure,"[""figure"",""appearance"",""form""]","[""形""]",noun,2,"[""appearance""]"
心,こころ,kokoro,heart,"[""heart"",""mind""]","[""精神""]",noun,1,"[""emotion""]"
捕らえます,とらえます,toraemasu,catch,"[""catch"",""capture"",""grasp""]","[""捕まえる""]",verb_group_2,2,"[""action""]"
～にとって,～にとって,~ni totte,for,"[""for ~"",""from the viewpoint of ~""]",[],expression,2,"[""grammar""]"
