kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
見ます・診ます,みます,mimasu,check,"[""check"",""examine"",""inspect""]","[""確認する"",""調べる""]",verb_group_2,2,"[""health"",""daily_life"",""action""]"
探します・捜します,さがします,sagashimasu,search,"[""search"",""look for"",""seek""]","[""探す"",""見つける""]",verb_group_1,2,"[""action"",""finding""]"
遅れます,おくれます,okuremasu,be late,"[""be late"",""arrive late""]","[""間に合わない""]",verb_group_2,2,"[""time"",""schedule""]"
間に合います,まにあいます,maniaimasu,be in time,"[""be in time"",""make it on time""]","[""セーフ""]",verb_group_1,3,"[""time"",""appointment""]"
やります,やります,yarimasu,do,"[""do"",""perform"",""carry out""]","[""します""]",verb_group_1,1,"[""action"",""common""]"
参加します,さんかします,sankashimasu,attend,"[""attend"",""participate"",""join""]","[""出席する"",""加わる""]",suru_verb,3,"[""event"",""social""]"
申し込みます,もうしこみます,moushikomimasu,apply for,"[""apply for"",""sign up"",""enter for""]","[""応募する""]",verb_group_1,4,"[""application"",""formal""]"
都合がいい,つごうがいい,tsugou_ga_ii,convenient,"[""convenient"",""suitable"",""favorable""]","[""便利"",""好都合""]",adjective_phrase,3,"[""time"",""condition""]"
都合が悪い,つごうがわるい,tsugou_ga_warui,inconvenient,"[""inconvenient"",""unsuitable""]","[""不便""]",adjective_phrase,3,"[""time"",""condition""]"
気分がいい,きぶんがいい,kibun_ga_ii,feel well,"[""feel well"",""feel good""]","[""元気""]",adjective_phrase,2,"[""health"",""feeling""]"
気分が悪い,きぶんがわるい,kibun_ga_warui,feel ill,"[""feel ill"",""feel sick"",""feel bad""]","[""具合が悪い""]",adjective_phrase,2,"[""health"",""feeling""]"
新聞社,しんぶんしゃ,shinbunsha,newspaper company,"[""newspaper company"",""publisher""]","[""出版社""]",noun,3,"[""media"",""company""]"
柔道,じゅうどう,juudou,judo,"[""judo""]","[""武道""]",noun,2,"[""sports"",""culture""]"
運動会,うんどうかい,undoukai,athletic meeting,"[""sports festival"",""athletic meeting""]","[""スポーツ大会""]",noun,3,"[""school"",""sports""]"
場所,ばしょ,basho,place,"[""place"",""location"",""spot""]","[""所"",""地点""]",noun,1,"[""location""]"
ボランティア,ボランティア,borantia,volunteer,"[""volunteer""]","[""奉仕活動""]",noun,2,"[""social"",""activity""]"
～弁,～べん,ben,dialect,"[""dialect""]","[""方言""]",suffix,3,"[""language""]"
今度,こんど,kondo,next time,"[""next time"",""another time""]","[""次回""]",noun_adverb,2,"[""time""]"
ずいぶん,ずいぶん,zuibun,very,"[""very"",""pretty"",""quite""]","[""とても"",""かなり""]",adverb,2,"[""degree""]"
直接,ちょくせつ,chokusetsu,directly,"[""directly"",""in person""]","[""ダイレクトに""]",adverb_noun,3,"[""communication""]"
いつでも,いつでも,itsudemo,anytime,"[""anytime"",""whenever""]","[""常に""]",adverb,1,"[""time""]"
どこでも,どこでも,dokodemo,anywhere,"[""anywhere""]","[""どこにでも""]",adverb,1,"[""place""]"
だれでも,だれでも,daredemo,anybody,"[""anybody"",""anyone""]","[""誰でも""]",pronoun,1,"[""people""]"
何でも,なんでも,nandemo,anything,"[""anything"",""everything""]","[""全部""]",pronoun,2,"[""general""]"
こんな,こんな,konna,like this,"[""like this"",""this kind of""]","[""このような""]",prenoun_adjective,1,"[""description""]"
そんな,そんな,sonna,like that,"[""like that"",""that kind of""]","[""そのような""]",prenoun_adjective,1,"[""description""]"
あんな,あんな,anna,like that over there,"[""like that over there""]","[""あのような""]",prenoun_adjective,1,"[""description""]"
日本放送協会,にっぽんほうそうきょうかい,nippon_housou_kyoukai,NHK,"[""NHK"",""Japan Broadcasting Corporation""]","[""NHK""]",proper_noun,4,"[""media"",""organization""]"
子どもの日,こどものひ,kodomo_no_hi,Children's Day,"[""Children's Day""]","[""祝日""]",noun,2,"[""holiday"",""culture""]"
エドヤストア,エドヤストア,edoya_sutoa,Edoya Store,"[""Edoya Store""]","[""店""]",proper_noun,2,"[""shop""]"
片づきます,かたづきます,katazukimasu,be put in order,"[""be put in order"",""be cleaned up""]","[""整理される""]",verb_group_1,3,"[""cleaning"",""house""]"
ごみ,ごみ,gomi,garbage,"[""garbage"",""trash"",""dust""]","[""廃棄物""]",noun,1,"[""cleaning""]"
出します,だします,dashimasu,put out,"[""put out"",""take out"",""submit""]","[""提出する""]",verb_group_1,2,"[""trash"",""action""]"
燃えます,もえます,moemasu,burn,"[""burn"",""be burned""]","[""焼ける""]",verb_group_2,2,"[""fire"",""trash""]"
月・水・金,げつ・すい・きん,getsu_sui_kin,Monday Wednesday Friday,"[""Monday Wednesday Friday""]","[""曜日""]",noun,1,"[""days"",""schedule""]"
置き場,おきば,okiba,storage place,"[""storage place"",""place to put things""]","[""保管場所""]",noun,3,"[""place""]"
横,よこ,yoko,side,"[""side"",""beside""]","[""隣"",""側""]",noun,1,"[""direction""]"
瓶,びん,bin,bottle,"[""bottle""]","[""ボトル""]",noun,2,"[""container""]"
缶,かん,kan,can,"[""can"",""tin""]","[""缶詰""]",noun,2,"[""container""]"
お湯,おゆ,oyu,hot water,"[""hot water""]","[""熱湯""]",noun,2,"[""daily_life""]"
ガス,ガス,gasu,gas,"[""gas""]","[""燃料ガス""]",noun,1,"[""utility""]"
～会社,～がいしゃ,gaisha,company,"[""company"",""corporation""]","[""企業""]",suffix,2,"[""business""]"
連絡します,れんらくします,renraku_shimasu,contact,"[""contact"",""inform"",""get in touch""]","[""通知する""]",suru_verb,3,"[""communication""]"
困ったなあ,こまったなあ,komatta_naa,what shall I do,"[""what shall I do"",""this is troubling""]","[""大変だ""]",expression,3,"[""emotion"",""problem""]"
電子メール,でんしメール,denshi_meeru,email,"[""email"",""electronic mail""]","[""Eメール""]",noun,2,"[""technology""]"
宇宙,うちゅう,uchuu,space,"[""space"",""universe""]","[""宇宙空間""]",noun,3,"[""science""]"
怖い,こわい,kowai,scary,"[""scary"",""frightening"",""afraid""]","[""恐ろしい""]",i_adjective,2,"[""emotion""]"
宇宙船,うちゅうせん,uchuusen,spaceship,"[""spaceship"",""spacecraft""]","[""ロケット""]",noun,3,"[""science"",""transport""]"
別の,べつの,betsu_no,another,"[""another"",""different""]","[""他の""]",prenoun_adjective,2,"[""description""]"
宇宙飛行士,うちゅうひこうし,uchuu_hikoushi,astronaut,"[""astronaut"",""space traveler""]","[""飛行士""]",noun,4,"[""science"",""occupation""]"
土井隆雄,どいたかお,doi_takao,Takao Doi,"[""Takao Doi"",""Japanese astronaut""]",[],proper_noun,5,"[""person"",""science""]"
