kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
貼ります,はります,harimasu,"put up, post, paste","[""stick"",""attach""]","[""attach"", ""paste""]",verb(Group 1),3,"[""lesson30"",""verbs""]"
掛けます,かけます,kakemasu,hang,"[""suspend""]","[""hang up""]",verb(Group 2),3,"[""lesson30"",""verbs""]"
飾ります,かざります,kazarimasu,"display, decorate","[""ornament""]","[""decorate""]",verb(Group 1),3,"[""lesson30"",""verbs""]"
並べます,ならべます,narabemasu,"arrange, line up","[""organize""]","[""line up""]",verb(Group 2),3,"[""lesson30"",""verbs""]"
植えます,うえます,uemasu,plant,"[""grow""]","[""cultivate""]",verb(Group 2),3,"[""lesson30"",""verbs""]"
戻します,もどします,modoshimasu,"return, put~ back","[""restore""]","[""replace""]",verb(Group 1),3,"[""lesson30"",""verbs""]"
まとめます,まとめます,matomemasu,"put~ together, put~ in shape, sum up","[""organize"",""summarize""]","[""compile""]",verb(Group 2),4,"[""lesson30"",""verbs""]"
片づけます,かたづけます,katadzukemasu,"put things in order, tidy up","[""clean up""]","[""organize""]",verb(Group 2),3,"[""lesson30"",""verbs""]"
しまいます,しまいます,shimaimasu,put things in their proper place,"[""store""]","[""keep""]",verb(Group 1),2,"[""lesson30"",""verbs""]"
決めます,きめます,kimemasu,decide,"[""determine""]","[""choose""]",verb(Group 2),2,"[""lesson30"",""verbs""]"
知らせます,しらせます,shirasemasu,inform,"[""notify""]","[""tell""]",verb(Group 2),3,"[""lesson30"",""verbs""]"
相談します,そうだんします,soudanshimasu,"consult, discuss","[""seek advice""]","[""talk over""]",suru verb,3,"[""lesson30"",""verbs""]"
予習します,よしゅうします,yoshuushimasu,prepare one's lesson,"[""preview lesson""]","[""study ahead""]",suru verb,4,"[""lesson30"",""study""]"
復習します,ふくしゅうします,fukushuushimasu,review one's lesson,"[""revise""]","[""study again""]",suru verb,4,"[""lesson30"",""study""]"
そのままにします,,sonomama ni shimasu,leave things as they are,"[""leave unchanged""]","[""keep as is""]",expression,4,"[""lesson30"",""expressions""]"
お子さん,おこさん,okosan,(someone else's) child,"[""child""]","[""kid""]",noun,2,"[""lesson30"",""people""]"
授業,じゅぎょう,jugyou,class,"[""lesson""]","[""course""]",noun,2,"[""lesson30"",""education""]"
講義,こうぎ,kougi,lecture,"[""academic lecture""]","[""talk""]",noun,3,"[""lesson30"",""education""]"
ミーティング,みーてぃんぐ,miitingu,meeting,"[""conference""]","[""gathering""]",noun,2,"[""lesson30"",""business""]"
予定,よてい,yotei,"plan, schedule","[""arrangement""]","[""program""]",noun,2,"[""lesson30"",""time""]"
お知らせ,おしらせ,oshirase,notice,"[""announcement""]","[""notification""]",noun,2,"[""lesson30"",""communication""]"
案内書,あんないしょ,annaisho,guide book,"[""manual""]","[""guide""]",noun,3,"[""lesson30"",""books""]"
カレンダー,かれんだー,karendaa,calendar,"[""datebook""]","[""planner""]",noun,1,"[""lesson30"",""daily-life""]"
ポスター,ぽすたー,posutaa,poster,"[""wall poster""]","[""sign""]",noun,1,"[""lesson30"",""objects""]"
ごみ箱,ごみばこ,gomibako,"trash can, dustbin","[""dustbin""]","[""garbage bin""]",noun,2,"[""lesson30"",""objects""]"
人形,にんぎょう,ningyou,doll,"[""figurine""]","[""puppet""]",noun,2,"[""lesson30"",""objects""]"
花瓶,かびん,kabin,vase,"[""flower vase""]","[""container""]",noun,2,"[""lesson30"",""objects""]"
鏡, かがみ,kagami,mirror,"[""looking glass""]","[""reflector""]",noun,2,"[""lesson30"",""objects""]"
引き出し,ひきだし,hikidashi,drawer,"[""cabinet drawer""]","[""storage drawer""]",noun,3,"[""lesson30"",""furniture""]"
玄関,げんかん,genkan,"front door, porch, entrance hall","[""entryway""]","[""foyer""]",noun,3,"[""lesson30"",""house""]"
廊下,ろうか,rouka,"corridor, hallway","[""passage""]","[""hall""]",noun,3,"[""lesson30"",""house""]"
