kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
泣きます,なきます,nakimasu,cry,"[""cry"",""weep""]","[""泣く""]",verb_group_1,1,"[""emotion""]"
笑います,わらいます,waraimasu,laugh,"[""laugh"",""smile""]","[""笑う""]",verb_group_1,1,"[""emotion""]"
乾きます,かわきます,kawakimasu,dry,"[""dry"",""become dry""]","[""乾く""]",verb_group_1,2,"[""state_change""]"
ぬれます,ぬれます,nuremasu,get wet,"[""get wet"",""become wet""]","[""濡れる""]",verb_group_2,2,"[""state_change""]"
滑ります,すべります,suberimasu,slip,"[""slip"",""slide""]","[""滑る""]",verb_group_1,2,"[""movement""]"
起きます,おきます,okimasu,happen,"[""happen"",""occur""]","[""発生する""]",verb_group_2,2,"[""event"",""accident""]"
調節します,ちょうせつします,chousetsu shimasu,adjust,"[""adjust"",""regulate"",""control""]","[""調整する""]",suru_verb,3,"[""control""]"
安全,あんぜん,anzen,safe,"[""safe"",""secure""]","[""安心""]",na_adjective,2,"[""condition""]"
丁寧,ていねい,teinei,polite,"[""polite"",""courteous"",""careful""]","[""礼儀正しい""]",na_adjective,2,"[""behavior""]"
細かい,こまかい,komakai,small,"[""small"",""fine"",""detailed""]","[""細い""]",i_adjective,2,"[""description""]"
濃い,こい,koi,strong,"[""strong (taste)"",""dark (color)""]","[""深い""]",i_adjective,2,"[""taste"",""color""]"
薄い,うすい,usui,weak,"[""weak (taste)"",""light (color)""]","[""淡い""]",i_adjective,1,"[""taste"",""color""]"
空気,くうき,kuuki,air,"[""air"",""atmosphere""]","[""空""]",noun,1,"[""nature""]"
涙,なみだ,namida,tear,"[""tear"",""teardrop""]",[],noun,1,"[""emotion""]"
和食,わしょく,washoku,Japanese food,"[""Japanese dish"",""Japanese cuisine""]",[],noun,1,"[""food""]"
洋食,ようしょく,youshoku,Western food,"[""Western dish"",""Western cuisine""]",[],noun,1,"[""food""]"
おかず,おかず,okazu,side dish,"[""side dish""]","[""副菜""]",noun,1,"[""food""]"
量,りょう,ryou,quantity,"[""quantity"",""amount""]","[""量""]",noun,2,"[""measurement""]"
一杯,いっぱい,ippai,full,"[""full"",""a lot"",""-cupful""]","[""満杯""]",noun,2,"[""quantity""]"
半分,はんぶん,hanbun,half,"[""half""]",[],noun,1,"[""quantity""]"
シングル,シングル,shinguru,single room,"[""single room""]",[],noun,1,"[""hotel""]"
ツイン,ツイン,tsuin,twin bedded room,"[""twin room""]",[],noun,1,"[""hotel""]"
たんす,たんす,tansu,chest of drawers,"[""chest of drawers""]","[""家具""]",noun,2,"[""furniture""]"
洗濯物,せんたくもの,sentakumono,laundry,"[""washing"",""laundry""]","[""衣類""]",noun,1,"[""house""]"
理由,りゆう,riyuu,reason,"[""reason"",""cause""]","[""原因""]",noun,1,"[""abstract""]"
カット,カット,katto,haircut,"[""haircut""]",[],noun,1,"[""salon""]"
シャンプー,シャンプー,shanpuu,shampoo,"[""shampoo""]",[],noun,1,"[""salon""]"
ショート,ショート,shooto,short,"[""short (hair)""]",[],noun,1,"[""salon""]"
嫌がります,いやがります,iyagarimasu,dislike,"[""dislike"",""hate"",""be unwilling""]","[""嫌う""]",verb_group_1,3,"[""emotion""]"
また,また,mata,and,"[""and"",""also"",""again""]","[""さらに""]",conjunction,1,"[""grammar""]"
順序,じゅんじょ,junjo,order,"[""order"",""sequence""]","[""順番""]",noun,2,"[""logic""]"
表現,ひょうげん,hyougen,expression,"[""expression"",""representation""]","[""言い方""]",noun,2,"[""language""]"
例えば,たとえば,tatoeba,for example,"[""for example""]","[""例""]",adverb,1,"[""grammar""]"
別れます,わかれます,wakaremasu,separate,"[""separate"",""part"",""break up""]","[""離れる""]",verb_group_2,2,"[""relationship""]"
これら,これら,korera,these things,"[""these things""]","[""これ""]",pronoun,1,"[""reference""]"
縁起が悪い,えんぎがわるい,engi ga warui,unlucky,"[""unlucky"",""ill-omened""]","[""不吉""]",expression,3,"[""belief""]"
－倍,－ばい,~bai,times,"[""-times"",""fold""]",[],suffix,2,"[""quantity""]"
どうなさいますか,どうなさいますか,dou nasaimasu ka,what can I do for you,"[""what can I do for you""]",[],expression,3,"[""polite"",""service""]"
どういうふうになさいますか,どういうふうになさいますか,dou iu fuu ni nasaimasu ka,how would you like it done,"[""how would you like it done""]",[],expression,3,"[""polite"",""service""]"
～みたいにしてください,～みたいにしてください,~mitai ni shite kudasai,do it like,"[""do it like ~"",""make it like ~""]",[],expression,2,"[""request""]"
これでよろしいでしょうか,これでよろしいでしょうか,kore de yoroshii deshou ka,would this be alright,"[""would this be alright"",""is this okay""]",[],expression,3,"[""polite""]"
どうもお疲れさまでした,どうもおつかれさまでした,doumo otsukaresama deshita,thank you for being patient,"[""thank you for your patience"",""thank you for your effort""]",[],expression,2,"[""polite""]"
