kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
集まります,あつまります,atsumarimasu,gather,"[""gather"",""assemble"",""come together""]","[""集まる""]",verb_group_1,2,"[""people""]"
別れます,わかれます,wakaremasu,separate,"[""separate"",""part"",""break up""]","[""離れる""]",verb_group_2,2,"[""people""]"
長生きします,ながいきします,nagaiki shimasu,live long,"[""live long"",""have long life""]","[""長寿""]",suru_verb,2,"[""life""]"
します,します,shimasu,be heard/taste/smell,"[""be heard"",""taste"",""smell""]",[],irregular_verb,3,"[""sense""]"
さします,さします,sashimasu,put up,"[""put up (umbrella)""]","[""差す""]",verb_group_1,2,"[""action""]"
ひどい,ひどい,hidoi,terrible,"[""terrible"",""awful"",""severe""]","[""悪い""]",i_adjective,1,"[""feeling""]"
怖い,こわい,kowai,frightening,"[""frightening"",""scary"",""horrible""]","[""恐ろしい""]",i_adjective,1,"[""emotion""]"
天気予報,てんきよほう,tenki yohou,weather forecast,"[""weather forecast""]",[],noun,1,"[""weather""]"
発表,はっぴょう,happyou,announcement,"[""announcement"",""presentation""]","[""発言""]",noun,2,"[""communication""]"
実験,じっけん,jikken,experiment,"[""experiment""]",[],noun,2,"[""science""]"
人口,じんこう,jinkou,population,"[""population""]",[],noun,1,"[""society""]"
におい,におい,nioi,smell,"[""smell"",""odor""]","[""香り""]",noun,1,"[""sense""]"
科学,かがく,kagaku,science,"[""science""]",[],noun,1,"[""education""]"
医学,いがく,igaku,medicine,"[""medicine"",""medical science""]",[],noun,2,"[""education""]"
文学,ぶんがく,bungaku,literature,"[""literature""]",[],noun,2,"[""education""]"
パトカー,パトカー,patokaa,patrol car,"[""police car"",""patrol car""]",[],noun,1,"[""vehicle""]"
救急車,きゅうきゅうしゃ,kyuukyuusha,ambulance,"[""ambulance""]",[],noun,1,"[""vehicle""]"
賛成,さんせい,sansei,approval,"[""approval"",""agreement""]","[""同意""]",noun,2,"[""opinion""]"
反対,はんたい,hantai,opposition,"[""opposition"",""objection""]","[""反論""]",noun,2,"[""opinion""]"
男性,だんせい,dansei,male,"[""male"",""man""]","[""男""]",noun,1,"[""people""]"
女性,じょせい,josei,female,"[""female"",""woman""]","[""女""]",noun,1,"[""people""]"
どうも,どうも,doumo,it appears that,"[""it seems"",""apparently""]",[],adverb,2,"[""grammar""]"
～によると,～によると,~ni yoru to,according to,"[""according to""]",[],expression,2,"[""grammar""]"
バリ島,バリとう,bari tou,Bali island,"[""Bali island""]",[],proper_noun,2,"[""place""]"
イラン,イラン,iran,Iran,"[""Iran""]",[],proper_noun,1,"[""country""]"
カリフォルニア,カリフォルニア,kariforunia,California,"[""California""]",[],proper_noun,1,"[""place""]"
グアム,グアム,guamu,Guam,"[""Guam""]",[],proper_noun,1,"[""place""]"
恋人,こいびと,koibito,lover,"[""sweetheart"",""boyfriend"",""girlfriend""]","[""彼氏"",""彼女""]",noun,1,"[""relationship""]"
結婚します,けっこんします,kekkon shimasu,get engaged,"[""get married""]",[],suru_verb,1,"[""life""]"
相手,あいて,aite,the other person,"[""partner"",""the other person""]","[""相棒""]",noun,1,"[""relationship""]"
知り合います,しりあいます,shiriaimasu,get acquainted,"[""get acquainted"",""meet""]","[""出会う""]",verb_group_1,2,"[""relationship""]"
平均寿命,へいきんじゅみょう,heikin jumyou,average lifespan,"[""average life span""]",[],noun,3,"[""life""]"
比べます,くらべます,kurabemasu,compare,"[""compare""]","[""比較する""]",verb_group_2,1,"[""action""]"
博士,はかせ,hakase,doctor,"[""doctor"",""PhD""]",[],noun,2,"[""person""]"
脳,のう,nou,brain,"[""brain""]",[],noun,2,"[""body""]"
ホルモン,ホルモン,horumon,hormone,"[""hormone""]",[],noun,1,"[""medical""]"
化粧品,けしょうひん,keshouhin,cosmetics,"[""cosmetics""]",[],noun,2,"[""daily""]"
調べ,しらべ,shirabe,research,"[""investigation"",""survey""]","[""調査""]",noun,2,"[""research""]"
化粧,けしょう,keshou,makeup,"[""makeup"",""cosmetics application""]",[],noun,1,"[""daily""]"
