kanji,hiragana,romaji,primary_meaning,accepted_meanings,synonyms,part_of_speech,difficulty_score,tags
謝ります,あやまります,ayamarimasu,apologize,"[""apologize"",""say sorry""]","[""謝る""]",verb_group_1,1,"[""communication""]"
会います,あいます,aimasu,encounter,"[""encounter"",""meet (unexpectedly)""]","[""出会う""]",verb_group_1,2,"[""event"",""accident""]"
信じます,しんじます,shinjimasu,believe,"[""believe"",""trust""]","[""信用する""]",verb_group_2,2,"[""mental""]"
用意します,よういします,youi shimasu,prepare,"[""prepare"",""get ready""]","[""準備する""]",suru_verb,2,"[""action""]"
キャンセルします,キャンセルします,kyanseru shimasu,cancel,"[""cancel"",""call off""]","[""中止する""]",suru_verb,1,"[""action""]"
うまくいきます,うまくいきます,umaku ikimasu,go well,"[""go well"",""succeed""]","[""成功する""]",verb_group_1,2,"[""result""]"
保証書,ほしょうしょ,hoshousho,guarantee,"[""guarantee"",""warranty""]","[""保証""]",noun,2,"[""document""]"
領収書,りょうしゅうしょ,ryoushuusho,receipt,"[""receipt""]","[""レシート""]",noun,1,"[""document""]"
贈り物,おくりもの,okurimono,gift,"[""gift"",""present""]","[""プレゼント""]",noun,1,"[""object""]"
間違い電話,まちがいでんわ,machigai denwa,wrong number,"[""wrong (telephone) number""]",[],noun,2,"[""communication""]"
キャンプ,キャンプ,kyanpu,camp,"[""camp"",""camping""]",[],noun,1,"[""activity""]"
係,かかり,kakari,person in charge,"[""person in charge"",""staff""]","[""担当""]",noun,2,"[""work""]"
中止,ちゅうし,chuushi,cancellation,"[""cancellation"",""suspension"",""calling off""]","[""停止""]",noun,2,"[""event""]"
点,てん,ten,point,"[""point"",""score""]","[""得点""]",noun,1,"[""measurement""]"
レバー,レバー,rebaa,lever,"[""lever""]",[],noun,1,"[""tool""]"
～円札,～えんさつ,~en satsu,yen note,"[""yen bill"",""banknote""]",[],noun,2,"[""money""]"
ちゃんと,ちゃんと,chanto,properly,"[""properly"",""correctly"",""regularly""]","[""きちんと""]",adverb,1,"[""manner""]"
急に,きゅうに,kyuuni,suddenly,"[""suddenly""]","[""突然""]",adverb,1,"[""time""]"
楽しみにしています,たのしみにしています,tanoshimi ni shiteimasu,look forward to,"[""be looking forward to"",""expect eagerly""]",[],expression,2,"[""emotion""]"
以上です,いじょうです,ijou desu,that's all,"[""that's all"",""that is all""]",[],expression,1,"[""formal""]"
係員,かかりいん,kakariin,attendant,"[""attendant"",""staff member""]","[""職員""]",noun,2,"[""work""]"
コース,コース,koosu,course,"[""course"",""route""]",[],noun,1,"[""general""]"
スタート,スタート,sutaato,start,"[""start"",""beginning""]","[""開始""]",noun,1,"[""general""]"
一位,いちい,ichii,ranking position,"[""-th place"",""rank"",""position""]","[""優勝""]",noun,1,"[""ranking""]"
優勝します,ゆうしょうします,yuushou shimasu,win,"[""win the championship""]","[""勝つ""]",suru_verb,2,"[""competition""]"
悩み,なやみ,nayami,worry,"[""trouble"",""worry""]","[""問題""]",noun,2,"[""emotion""]"
目覚まし,めざまし,mezamashi,alarm clock,"[""alarm clock""]","[""時計""]",noun,1,"[""object""]"
眠ります,ねむります,nemurimasu,sleep,"[""sleep""]","[""寝る""]",verb_group_1,1,"[""action""]"
目が覚めます,めがさめます,me ga samemasu,wake up,"[""wake up"",""come awake""]","[""起きる""]",verb_group_2,1,"[""action""]"
大学生,だいがくせい,daigakusei,university student,"[""college student""]",[],noun,1,"[""people""]"
回答,かいとう,kaitou,answer,"[""answer"",""reply""]","[""返事""]",noun,2,"[""communication""]"
鳴ります,なります,narimasu,ring,"[""ring"",""sound""]","[""鳴る""]",verb_group_1,1,"[""sound""]"
セットします,セットします,setto shimasu,set,"[""set"",""adjust""]","[""設定する""]",suru_verb,1,"[""action""]"
それでも,それでも,soredemo,nevertheless,"[""nevertheless"",""even so"",""for all that""]","[""しかし""]",conjunction,2,"[""grammar""]"
